OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,1stFlrSF,TotRmsAbvGrd,Fireplaces,Price
6,1218,1,672,1,1972,1972,672,7,0,118000
5,1928,0,686,2,1916,1995,948,10,0,160000
7,3082,2,824,2,1920,1970,1687,12,2,197000
8,2520,3,1338,2,1993,1993,1352,10,1,310000
7,1654,3,1654,2,2002,2002,1654,6,0,230000
5,954,1,920,1,1938,1950,954,5,1,119750
4,845,1,0,1,1957,1957,845,5,0,84000
9,1620,3,1620,2,2007,2008,1620,6,1,315500
8,2263,2,1055,2,2001,2002,1055,7,1,287000
4,1344,0,546,1,1970,2008,798,6,1,97000
4,630,1,630,1,1970,1970,630,3,0,80000
5,1803,2,1134,2,1957,2000,1803,8,1,155000
6,1632,2,800,1,1966,2000,800,7,0,173000
6,1306,2,1306,2,2005,2005,1306,5,1,196000
7,2329,2,1475,2,1990,1990,1532,10,1,262280
8,2524,2,2524,2,1981,1981,2524,9,1,278000
3,1733,2,0,2,1955,1955,1733,8,1,139600
9,2868,3,1992,3,2005,2006,1992,11,1,556581
5,990,2,990,1,1994,1995,990,5,0,145000
5,1771,2,0,1,1960,2006,1771,9,1,115000
4,930,1,0,1,1946,2006,930,6,0,84900
7,1302,2,1302,2,2007,2007,1302,6,0,176485
7,1316,2,1316,2,2007,2007,1316,6,1,200141
6,1977,2,816,1,1964,1978,1127,9,1,165000
5,1526,1,1216,1,1957,2002,1526,7,1,144500
8,1989,2,1065,2,2002,2002,1091,7,1,255000
6,1523,2,1193,2,1976,1976,1523,7,1,180000
7,1364,2,1364,2,2005,2005,1364,6,1,185850
7,1850,2,973,2,1994,1994,979,7,1,248000
9,2184,3,1104,2,2008,2008,1130,10,1,335000
6,1991,2,854,1,1932,1950,1096,7,1,220000
8,1338,2,1338,2,2001,2001,1338,6,0,213500
3,894,3,894,1,1935,1950,894,6,0,81000
5,2337,2,662,2,1900,1950,1422,10,0,90000
6,1103,2,1103,1,1925,1980,1103,5,1,110500
5,1154,2,1154,1,1966,1966,1154,6,1,154000
7,2260,2,1306,2,1996,1997,1306,7,0,328000
6,1571,2,799,2,1993,1994,799,7,1,178000
6,1611,2,780,1,1964,1964,798,7,0,167900
6,2521,2,942,2,1973,1973,1291,10,1,151400
5,893,2,845,1,1949,2003,893,4,0,135000
5,1048,1,1048,1,1956,1956,1048,6,0,135000
6,1556,2,727,1,1968,1968,829,8,0,154000
5,1456,1,810,1,1948,1950,1002,7,1,91500
6,1426,2,690,1,1977,1977,698,6,0,159500
7,1240,3,1240,2,2006,2006,1240,5,0,194000
7,1740,1,800,1,1940,1984,960,6,2,219500
5,1466,2,796,2,1936,1989,1096,7,1,170000
5,1096,1,1096,1,1969,1969,1096,6,0,138800
6,848,2,848,1,2004,2004,848,3,1,155900
5,990,1,990,1,1994,1994,990,5,0,126000
6,1258,2,1258,2,1971,2004,1258,5,0,145000
5,1040,1,1040,1,1963,1963,1040,5,0,133000
7,1459,2,1459,2,2002,2002,1459,6,1,192000
6,1251,1,1251,1,1964,1964,1251,6,2,160000
6,1498,2,691,2,1995,1996,691,6,1,187500
6,996,2,936,1,1992,1992,996,5,0,147000
4,1092,1,546,1,1973,1973,546,6,0,83500
8,1953,3,1082,2,2005,2006,1082,9,1,252000
7,1709,2,970,2,2004,2004,970,7,0,137500
8,1247,2,1247,1,2005,2005,1247,4,1,197000
3,1040,2,0,2,1950,1950,1040,6,0,92900
7,1252,2,600,2,1999,2000,624,4,0,160000
6,1694,2,1181,2,1925,1950,1390,7,1,136500
5,1200,2,864,1,1965,1998,1200,6,0,146000
5,936,1,936,1,1956,2000,936,4,0,129000
6,1314,2,1314,2,2006,2006,1314,6,1,176432
6,1355,0,684,1,1914,2006,773,7,0,127000
8,1088,2,1074,1,1986,1986,1088,5,0,170000
4,1324,1,672,1,1936,1950,757,6,0,128000
7,1601,2,1271,2,1978,1978,1601,7,1,157000
2,438,1,290,1,1920,1950,438,3,0,60000
5,950,1,950,1,1971,1971,950,5,0,119500
5,1134,1,1010,1,1960,2002,1134,6,0,135000
6,1194,2,655,1,1959,1959,1194,6,1,159500
5,1302,2,630,2,1970,1970,630,6,0,106000
8,2622,2,1463,2,1994,1995,1500,9,2,325000
7,1442,2,910,2,1990,1991,1442,6,1,179900
7,2021,2,868,2,2006,2006,887,9,1,274725
6,1690,2,924,2,2000,2000,948,7,1,181000
8,1836,3,1836,2,2004,2005,1836,7,1,280000
6,1658,2,773,2,1995,1996,773,8,1,188000
7,1964,2,803,2,1976,1976,1098,8,1,205000
5,816,1,816,1,1957,1957,816,5,0,129900
5,1008,1,1008,1,1953,2006,1008,6,0,134500
5,833,1,833,1,1954,2000,833,4,0,117000
8,1734,3,1734,2,2007,2007,1734,7,1,318000
8,1419,2,408,2,2002,2002,779,7,1,184100
5,894,2,894,1,1967,2003,894,5,0,130000
5,1601,1,533,1,1958,1987,1021,6,0,140000
5,1040,1,1040,1,1959,1959,1040,6,0,133700
6,1012,1,1012,1,1920,1950,1012,6,1,118400
7,1552,3,1552,2,2005,2006,1552,7,0,212900
4,960,1,672,1,1956,1956,960,5,0,112000
5,698,0,698,1,1947,2008,698,4,0,118000
7,1482,2,384,2,1992,1992,812,7,1,163900
4,1005,2,1005,1,1955,1955,1005,5,1,115000
7,1555,3,1373,2,2007,2007,1555,7,1,174000
7,1530,3,1530,2,2004,2004,1530,7,1,259000
7,1959,2,847,2,2004,2005,847,8,1,215000
5,936,2,936,1,1980,1980,936,4,0,140000
4,1981,2,1122,2,1928,1950,1328,7,2,135000
5,974,0,974,1,1991,1992,974,5,0,93500
6,2210,1,1008,2,1880,1950,1178,8,0,117500
8,2020,2,1128,2,1995,1995,1142,8,1,239500
6,1600,2,916,2,1997,1997,916,7,1,169000
6,986,1,960,1,1926,1950,986,5,1,102000
6,1252,1,1032,1,1950,1950,1032,6,0,119000
5,1020,0,780,1,1875,1996,780,6,0,94000
6,1567,2,1567,2,1977,1977,1567,5,2,196000
5,1167,2,915,1,1920,1950,1167,6,1,144000
5,952,2,952,1,1951,1951,952,4,0,139000
5,1868,2,780,2,1976,1976,1088,9,1,197500
8,2828,3,1466,3,2006,2007,1466,11,1,424870
5,1006,0,1006,1,1959,1959,1006,5,0,80000
4,924,1,672,1,1941,1950,672,5,0,80000
5,1576,1,1042,1,1928,1950,1042,8,1,149000
6,1298,2,1298,2,1985,1985,1298,5,1,180000
7,1564,1,704,1,1941,1950,860,7,1,174500
7,1111,1,572,1,1926,1950,572,5,1,116900
7,1482,2,650,1,1920,1988,832,7,0,143000
6,932,1,932,1,1950,1950,932,4,1,124000
5,1466,2,1466,1,1959,1959,1466,6,2,149900
6,1811,2,1073,1,1956,2004,1811,6,1,230000
6,816,1,816,1,1930,2007,816,5,0,120500
7,1820,2,864,1,1965,1988,902,8,2,201800
5,1437,2,1437,2,1976,2004,1437,6,1,218000
5,1265,2,1219,2,1965,1999,1265,6,1,179900
7,1314,2,1314,2,2007,2008,1314,6,1,230000
8,1580,3,1580,2,2007,2008,1580,7,0,235128
6,1876,2,901,2,1974,1974,943,8,1,185000
6,1456,2,855,2,1978,1978,855,7,1,146000
6,1640,2,1296,1,1954,2006,1640,7,1,224000
5,894,2,894,1,1968,1968,894,5,1,129000
4,1258,2,1198,0,1969,1969,1258,6,0,108959
5,1432,2,1360,1,1978,1978,1432,5,1,194000
7,1502,2,1502,2,2009,2009,1502,7,0,233170
8,1694,3,1694,2,2008,2008,1694,7,0,245350
6,1671,2,959,2,2000,2000,959,7,1,173000
6,2108,2,1127,2,1935,1986,1236,7,2,235000
10,3627,3,1930,3,1995,1996,1831,10,1,625000
6,1118,1,1096,1,1977,1977,1118,6,1,171000
6,1261,2,1261,1,1958,1958,1261,6,1,163000
7,1250,2,625,2,2006,2007,625,5,0,171900
5,3086,0,1598,3,1946,1994,1636,12,1,200500
6,2345,2,952,2,1932,1950,1170,9,1,239000
8,2872,2,1683,2,1992,2000,2129,9,1,285000
5,923,1,876,1,1984,1985,923,5,0,119500
6,1224,1,818,1,1926,2004,818,5,0,115000
5,1343,1,731,1,1921,1950,820,7,1,154900
5,1124,0,0,1,1954,1954,1124,5,1,93000
7,2514,2,1216,2,1990,1991,1298,8,0,250000
8,1652,2,1600,2,2008,2008,1652,5,1,392500
10,4476,3,2396,3,1996,1996,2411,10,2,745000
5,1130,2,1120,1,1920,1950,1130,5,1,120000
5,1572,3,1572,1,1963,1963,1572,5,2,186700
5,1221,1,784,1,1924,1950,949,7,0,104900
3,1699,2,978,2,1900,1970,1014,7,0,95000
8,1624,3,1624,2,1994,1995,1624,5,1,262000
7,1660,2,831,2,2002,2002,831,7,0,195000
7,1804,2,994,2,1999,1999,1028,7,1,189000
4,1622,4,1249,1,1961,1975,1622,7,1,168000
8,1441,2,776,2,1999,2000,764,5,0,174000
5,1472,1,702,1,1925,1994,842,6,0,125000
6,1224,2,1224,2,1999,1999,1224,5,0,165000
6,1352,1,663,1,1969,1969,663,7,0,158000
6,1456,2,728,2,2005,2005,728,8,0,176000
7,1863,3,879,2,2006,2006,879,9,1,219210
7,1690,1,815,1,1916,1950,815,7,1,144000
7,1212,2,1212,2,2001,2001,1212,6,0,178000
4,1382,2,1051,1,1963,1979,1382,6,1,148000
4,864,1,864,1,1970,1970,864,5,0,116050
7,1779,2,866,2,1998,1998,866,6,0,197900
5,1348,1,884,1,1925,1997,884,5,1,117000
7,1630,2,1630,2,2000,2001,1630,6,1,213000
5,1074,2,1056,1,1975,1975,1074,6,0,153500
7,2196,3,2158,2,1990,1991,2196,7,1,271900
4,1056,1,1056,1,1966,1966,1056,5,0,107000
6,1700,2,1682,2,2003,2003,1700,7,0,200000
5,1283,2,931,1,1962,1980,1283,6,0,140000
8,1660,2,1660,2,2006,2006,1660,8,1,290000
6,1845,2,1055,2,1992,1992,1055,8,1,189000
8,1752,2,559,2,1988,2005,1080,8,0,164000
4,672,1,672,1,1941,1950,672,4,0,113000
4,960,1,648,0,1965,2001,960,3,0,145000
5,999,1,925,1,1962,1962,999,6,0,134500
5,894,1,894,1,1966,1966,894,5,0,125000
6,1902,2,0,2,1978,1978,1318,8,0,112000
8,1314,2,1300,2,2009,2009,1314,6,0,229456
4,912,0,0,1,1947,1950,672,3,0,80500
6,1218,0,672,1,1971,1971,672,7,0,91500
5,912,1,912,1,1964,1964,912,5,0,115000
5,1211,1,952,1,1968,1968,1211,5,1,134000
6,1846,1,1040,2,1949,1950,1168,7,1,143000
5,2136,2,2136,2,1951,1951,2136,7,0,137900
7,1490,2,788,2,2004,2005,788,8,1,184000
6,1138,1,588,1,1958,1958,1138,6,0,145000
6,1933,3,894,2,2007,2007,894,9,1,214000
5,912,2,912,1,1965,2008,912,5,0,147000
9,1702,3,1702,1,2008,2008,1702,7,1,367294
5,1507,1,1075,2,1960,1960,1507,7,0,127000
5,2620,2,1361,2,1977,1977,1361,12,1,190000
5,1190,2,1106,1,1962,1962,1190,6,0,132500
4,1224,2,0,2,1962,1962,1224,6,0,101800
5,1188,2,1188,1,1959,1959,1188,6,0,142000
5,1964,0,940,1,1911,1950,1024,7,0,130000
5,1784,1,747,1,1914,1950,892,9,0,138887
7,1626,2,764,2,2003,2003,764,6,0,175500
7,1948,2,847,2,2004,2005,847,8,1,195000
6,1141,2,1141,1,2005,2005,1141,6,0,142500
8,1484,2,1476,2,2006,2006,1484,6,1,265900
7,1768,2,884,2,2003,2003,884,8,0,224900
7,1689,3,1689,2,2007,2007,1689,7,0,248328
7,1173,2,1053,2,1974,1974,1173,6,2,170000
10,2076,3,2076,2,2006,2006,2076,7,1,465000
8,1517,2,792,1,1929,1950,792,7,2,230000
6,1868,2,585,3,1984,2003,1140,7,1,178000
7,1553,2,756,2,2005,2006,756,6,0,186500
6,1034,3,1012,1,1976,1976,1034,6,0,169900
6,2058,2,735,1,1917,1950,1134,8,1,129500
5,988,1,876,1,1950,1950,988,6,0,119000
7,2110,2,2110,2,1968,1968,2110,8,2,244000
7,1405,2,1405,2,2003,2003,1405,6,1,171750
5,874,1,864,1,1968,1968,874,5,0,130000
7,2167,2,1192,2,1974,2003,1516,9,2,294000
7,1656,2,746,2,2003,2004,760,7,1,165400
6,1367,1,884,1,1931,1950,959,6,1,127500
8,1987,2,1986,2,1994,1994,1987,7,1,301500
5,864,0,864,1,1922,1950,864,4,0,99900
7,1166,2,856,2,2005,2005,1166,5,0,190000
6,1054,2,1054,1,1969,1969,1054,6,0,151000
6,1675,2,841,2,1999,1999,892,7,1,181000
5,1050,1,1050,1,1956,1956,1050,5,0,128900
4,1788,1,1104,1,1957,1989,1104,8,2,161500
6,1824,2,764,1,1919,1950,1060,8,1,180500
6,1337,2,1405,2,1998,1999,1337,5,0,181000
7,1452,2,691,2,1999,1999,713,6,0,183900
7,1889,1,925,1,1910,1950,964,9,1,122000
9,2018,3,2002,2,2008,2009,2018,10,1,378500
8,3447,3,728,3,1935,1997,1968,11,2,381000
5,1524,1,874,1,1958,1958,874,7,0,144000
7,1524,2,1332,0,1979,1979,1332,4,1,260000
6,1489,2,1489,2,1968,1968,1489,7,1,185750
5,935,1,935,1,1965,1965,935,5,0,137000
6,1357,1,1019,1,1959,2006,1357,5,1,177000
5,1250,2,661,2,1910,2003,661,8,1,139000
5,1920,2,928,2,1948,1950,928,10,0,137000
6,1395,2,723,1,1972,1972,735,6,1,162000
6,1724,2,1680,1,1967,1976,1724,7,1,197900
8,2031,2,1128,2,2002,2002,1128,7,1,237000
4,1128,2,698,1,1920,1950,698,6,0,68400
7,1573,2,1573,2,2002,2002,1573,6,0,227000
7,1339,2,1309,2,1990,1990,1339,6,1,180000
5,1040,2,1040,2,1977,2008,1040,5,0,150500
6,1824,0,912,2,1971,1971,912,8,0,139000
6,2447,1,804,2,1919,1990,1699,10,1,169000
6,1412,1,780,1,1939,1950,825,6,1,132500
6,1328,2,1328,1,1963,1963,1328,6,2,143000
5,1582,2,1624,2,1964,1964,1582,7,0,190000
8,1659,2,1501,2,2000,2000,1659,5,1,278000
8,1970,3,1085,2,2006,2006,1120,8,1,281000
5,1152,2,1152,1,1964,1964,1152,6,1,180500
5,1302,1,630,2,1972,1972,630,6,0,119500
5,2372,1,994,2,1892,1965,1378,11,0,107500
7,1664,2,832,2,1976,1976,832,8,1,162900
5,864,2,864,1,1955,1990,864,5,0,115000
5,1052,1,1052,1,1968,1968,1052,5,0,138500
5,1128,2,1120,2,1963,1963,1128,6,0,155000
6,1072,2,547,2,2005,2006,1072,5,0,140000
10,5642,2,6110,2,2008,2008,4692,12,3,160000
5,1246,1,1246,1,1959,1994,1246,6,0,154000
7,1983,2,978,2,1999,1999,1005,9,1,225000
6,1494,1,771,1,1942,1950,753,7,2,177500
8,2526,3,1165,2,1994,1994,1203,8,1,290000
7,1616,3,1616,2,2005,2005,1616,7,0,232000
7,1708,2,976,2,2004,2004,976,7,0,130000
9,1652,2,1652,2,2006,2007,1652,6,2,325000
7,1368,2,1368,2,2005,2006,1368,6,1,202500
5,990,2,990,1,1994,1995,990,5,0,138000
5,1122,2,924,1,1948,2005,1122,6,0,147000
6,1294,2,1278,2,1991,1991,1294,6,0,179200
7,1902,2,1902,2,1959,2002,1902,7,2,335000
7,1274,2,1274,2,2005,2007,1274,6,0,203000
8,2810,2,1453,2,1990,1990,1453,9,1,302000
9,2599,3,1393,2,1999,1999,1422,10,1,333168
4,948,1,948,1,1954,1954,948,5,1,119000
6,2112,2,952,2,1969,1969,1092,9,2,206900
8,1630,3,1622,2,2008,2008,1630,8,1,295493
7,1352,2,1352,2,2006,2007,1352,5,1,208900
8,1787,3,1753,2,2001,2002,1787,7,1,275000
4,948,1,864,1,1954,1954,948,5,0,111000
6,1478,2,1478,1,1957,1957,1478,6,2,156500
3,720,1,0,1,1949,1950,720,4,0,72500
7,1923,2,750,2,1992,1992,1061,8,1,190000
4,708,0,420,1,1940,1950,708,5,0,82500
8,1795,3,1795,2,2006,2007,1795,7,1,147000
4,796,0,796,1,1922,1950,796,5,0,55000
3,774,0,544,1,1931,2006,774,6,0,79000
5,816,1,816,1,1982,2008,816,5,1,130500
6,2792,2,1510,2,1920,1950,1584,8,2,256000
7,1632,2,935,2,1998,1998,955,8,1,176500
8,1588,3,1588,2,2006,2006,1588,7,1,227000
5,954,2,911,1,1976,1976,954,6,0,132500
4,816,1,816,1,1938,1958,816,3,1,100000
5,1360,1,803,1,1938,1995,803,6,0,125500
5,1365,2,765,1,1970,1970,765,7,0,125000
6,1334,2,1350,2,1977,1977,1334,6,1,167900
5,1656,2,1656,2,1973,1973,1656,8,0,135000
4,693,0,693,1,1941,1950,693,4,0,52500
7,1861,2,916,2,2002,2002,920,8,0,200000
5,864,1,864,1,1972,1972,864,5,0,128500
4,872,4,858,1,1971,1971,872,5,0,123000
6,1114,2,1114,1,2003,2004,1114,6,0,155000
8,2169,2,1284,2,2002,2002,1284,7,1,228500
6,1913,2,896,1,1928,1950,1172,9,1,177000
7,1456,2,728,2,2006,2006,728,8,1,155835
4,960,1,960,1,1920,1950,960,5,0,108500
7,2156,2,1568,2,1968,2003,2156,9,1,262500
8,1776,3,1732,2,2006,2007,1776,7,1,283463
7,1494,2,1482,2,1998,1998,1494,5,1,215000
8,2358,0,684,2,1872,1987,938,8,0,122000
5,2634,4,1248,2,1969,1969,1338,12,0,200000
6,1716,2,858,1,1962,1962,858,8,1,171000
6,1176,2,698,1,1937,2000,786,4,0,134900
8,3238,3,2033,2,1995,1996,2053,9,1,410000
7,1865,3,992,2,2000,2000,992,7,1,235000
7,1920,2,570,3,1968,1992,1222,8,1,170000
5,892,1,864,1,1966,1966,892,5,0,110000
5,1078,2,1078,1,1971,2008,1078,6,1,149900
6,1573,2,756,2,2000,2000,769,5,0,177500
9,1980,3,1980,2,2004,2005,1980,8,1,315000
5,2601,2,612,3,1921,1998,990,8,0,189000
7,1530,2,1530,2,2005,2005,1530,7,1,260000
4,1738,1,715,2,1920,2007,1281,7,1,104900
6,1412,2,616,2,2006,2007,616,6,1,156932
7,1200,2,600,2,2005,2005,520,4,0,144152
7,1674,2,814,2,2000,2000,814,7,0,216000
7,1790,2,873,2,1999,1999,882,7,0,193000
5,1475,1,757,2,1977,1977,925,6,1,127000
6,848,2,848,1,2003,2004,848,4,0,144000
8,1668,2,1657,2,2003,2003,1668,8,1,232000
4,1374,1,840,1,1920,1950,840,6,0,105000
6,1661,1,992,1,1955,1996,1661,8,1,165500
7,2097,2,1108,2,1998,1998,1108,8,1,274300
10,2633,3,2633,2,2001,2002,2633,8,2,466500
7,1958,3,1026,2,2005,2005,1026,9,1,250000
8,1571,3,1571,2,2007,2007,1571,7,1,239000
6,790,1,768,1,1930,1950,790,4,0,91000
5,1604,2,984,2,1941,1960,984,6,0,117000
6,987,1,483,1,1973,1973,483,5,0,83000
5,1394,2,384,2,2006,2007,754,7,0,167500
3,864,1,864,1,1914,1950,864,5,0,58500
6,2117,2,1205,2,1970,1970,2117,7,2,237500
7,1762,2,596,1,1920,1950,998,8,0,157000
5,1416,2,816,2,1918,2007,1416,7,0,112000
6,1258,1,560,1,1939,1950,698,6,0,105000
4,1154,1,796,1,1922,2007,796,7,0,125500
7,2784,2,1392,3,1978,1978,1392,12,2,250000
6,2526,1,714,2,1916,1950,1664,10,1,136000
9,1746,3,1746,2,2006,2007,1746,7,2,377500
6,1218,2,735,1,1941,1950,869,6,1,131000
7,1525,2,1525,2,2000,2000,1525,6,0,235000
5,1584,3,1584,2,1967,1967,1584,8,0,124000
5,900,1,864,1,1967,1967,900,6,1,123000
6,1912,2,482,2,1905,2000,1221,7,1,163000
7,1500,3,1356,2,2006,2006,1500,6,1,246578
8,2482,3,1094,2,2005,2006,1133,9,1,281213
5,1687,2,747,1,1948,1950,1687,7,2,160000
5,1513,1,939,1,1920,2004,939,8,0,137500
5,1904,1,1208,1,1950,1982,1136,7,0,138000
6,1608,1,976,2,1925,1990,1160,7,1,137450
6,1158,1,862,1,1929,1950,950,5,1,120000
6,1593,2,839,2,2004,2004,864,8,1,193000
7,1294,2,1286,2,2006,2006,1294,6,1,193879
8,1464,3,1485,2,2007,2007,1464,6,0,282922
3,1214,3,672,1,1915,1950,694,6,0,105000
8,1646,2,1594,2,2004,2005,1646,5,1,275000
5,768,2,768,1,1972,2007,768,5,0,133000
5,833,0,833,1,1985,1985,833,5,0,112000
4,1363,2,622,1,1910,1950,741,6,0,125500
7,2093,2,791,2,1986,1991,1236,7,1,215000
7,1840,2,944,2,2001,2001,944,6,0,230000
6,1668,1,856,1,1950,2005,1112,6,0,140000
4,1040,2,0,2,1949,1950,1040,6,0,90000
8,1844,2,1844,2,2005,2006,1844,7,1,257000
6,1848,2,833,1,1923,2000,1053,8,1,207000
7,1569,3,1386,2,2007,2007,1569,7,1,175900
4,2290,2,777,2,1885,1950,1246,11,0,122500
8,2450,3,1284,2,1998,1998,1310,7,1,340000
5,1144,1,1144,1,1963,1963,1144,6,0,124000
6,1844,2,1844,2,1969,1969,1844,7,1,223000
6,1416,2,708,2,1968,1968,708,7,1,179900
6,1069,2,1069,2,1977,1977,1069,4,1,127500
6,848,2,848,1,2003,2003,848,3,0,136500
6,2201,2,697,2,1966,1966,1575,8,1,274970
5,1344,1,1024,1,1958,1983,1344,6,1,144000
6,1252,2,1252,1,1959,1959,1252,7,0,142000
7,2127,2,1223,2,1994,1994,1223,5,2,271000
5,1558,1,913,1,1945,1950,1048,6,1,140000
5,804,1,788,1,1940,1992,804,4,2,119000
6,1440,2,1440,2,1981,1981,1440,7,1,182900
5,1838,2,732,2,2005,2005,734,7,1,192140
6,958,2,958,2,1976,1976,958,5,0,143750
4,968,1,656,2,1927,2007,968,5,0,64500
6,1792,2,936,2,2000,2000,962,8,1,186500
5,1126,2,1126,2,1977,1977,1126,5,1,160000
6,1537,2,1319,1,1962,2005,1537,7,1,174000
4,864,2,864,1,1971,1971,864,5,0,120500
8,1932,3,1932,2,2008,2008,1932,7,1,394617
6,1236,2,912,1,1957,1996,1236,6,0,149700
7,1725,2,539,2,1979,1979,1040,6,1,197000
6,2555,2,588,2,1922,1994,1423,11,1,191000
6,848,2,848,1,2004,2004,848,3,1,149300
10,2007,3,1017,2,2008,2008,1026,10,1,310000
6,952,1,952,1,1916,1950,952,4,1,121000
7,1422,2,1422,2,2004,2004,1422,7,0,179600
6,913,1,814,1,1966,1966,913,6,0,129000
5,1188,1,1188,1,1962,1962,1188,6,0,157900
8,2090,2,1220,2,1995,1996,1220,8,1,240000
4,1346,1,560,1,1910,2000,796,6,0,112000
5,630,0,630,1,1970,1970,630,3,0,92000
5,1792,0,896,2,1974,1974,896,8,0,136000
8,1578,3,1573,2,2008,2009,1578,7,1,287090
5,1072,2,547,1,2005,2005,1072,5,0,145000
5,1140,0,1140,1,2006,2006,1140,6,0,84500
7,1221,2,1221,2,2004,2005,1221,6,0,185000
6,1647,2,953,2,1999,2000,953,7,1,175000
6,2073,2,1542,2,1978,1988,2073,7,2,210000
7,2340,1,1152,2,1941,2006,1188,9,2,266500
5,1078,1,1078,1,1950,1996,1078,5,0,142125
5,1256,1,1256,1,1965,1965,1256,6,0,147500
